0, 2.67735e-05, 2.60063e-05, -0.000388716, 0.00461623, -0.012007, -0.0063326, 0.00604216, 0.0128518, 0.013477, 0.0105548, 0.00636926, 0.00238024, -0.00104834, -0.00361342, -0.00544845, -0.00659469, -0.00719314, -0.00738005, -0.00772376, -0.00766123, -0.00766123
8.15536e-05, 4.15049e-05, -4.35007e-05, 0.00218039, -0.00671398, -0.00406184, 0.00570873, 0.00909301, 0.00798328, 0.00516551, 0.00218059, -0.000433394, -0.00248821, -0.00385187, -0.00477261, -0.00527365, -0.00548484, -0.00569747, -0.0051289, -0.0050051, -0.0049267, -0.0049267
0.000135311, 9.42709e-05, -3.29398e-05, 0.00187626, -0.00467054, -0.00500924, 0.00312094, 0.0113429, 0.0137595, 0.011416, 0.00684725, 0.00194519, -0.00241193, -0.0057779, -0.00815988, -0.00970748, -0.0105265, -0.010877, -0.0108606, -0.010248, -0.009433, -0.009433
0.000224502, 0.000131674, 0.000177599, -0.000329125, -0.00737883, 0.00710999, 0.0147087, 0.0103628, 0.00347933, -0.00202725, -0.00559345, -0.00755529, -0.00848838, -0.00874005, -0.00866244, -0.00826897, -0.00771071, -0.00704148, -0.00657721, -0.00610699, -0.00521725, -0.00521725
0.000372477, 0.000253798, 0.000557183, -0.00431755, 0.00266515, 0.00803716, 0.005296, 0.00508247, 0.00404902, 0.00151905, -0.00168582, -0.00472039, -0.00717958, -0.0089971, -0.010043, -0.0105253, -0.0106731, -0.0102459, -0.0101378, -0.00934363, -0.0085467, -0.0085467
0.000617972, 0.000394506, 0.000503409, -0.0041164, 0.00645275, 0.0109714, 0.0098917, 0.000699654, -0.00736952, -0.0116999, -0.013076, -0.0128308, -0.0116504, -0.0102019, -0.00874613, -0.00743981, -0.00632617, -0.00520171, -0.00401262, -0.00343802, -0.00301573, -0.00301573
0.00102523, 0.000676271, -0.000283048, 0.00101544, 0.0107404, 0.00581814, -0.00575853, -0.00760335, -0.00648796, -0.00590275, -0.00614134, -0.00677861, -0.00741259, -0.00783415, -0.00798581, -0.00788596, -0.00750172, -0.00722092, -0.0064893, -0.00551055, -0.00530434, -0.00530434
0.00170076, 0.00112379, -0.000859275, 0.00754269, 0.00724167, -0.00182826, -0.0028088, -0.00879919, -0.0137139, -0.0153332, -0.0144043, -0.0122116, -0.00974364, -0.0074024, -0.0053365, -0.00361448, -0.00211588, -0.00129955, -0.000380226, 0.000215757, 0.000922542, 0.000922542
0.00282109, 0.0018177, 0.000775562, 0.00944621, 0.000566746, -0.0062661, -0.0162153, -0.0144013, -0.00934763, -0.00564143, -0.00383817, -0.00317734, -0.00312252, -0.00309551, -0.00310157, -0.00306088, -0.00288357, -0.00254684, -0.00236714, -0.00215793, -0.00180951, -0.00180951
0.00467855, 0.00299679, 0.00484279, 0.00480833, -0.00670063, -0.0145391, -0.00836271, -0.00886129, -0.0109224, -0.0111358, -0.00960979, -0.00715861, -0.0045127, -0.00222232, -0.000353601, 0.00113014, 0.00216059, 0.00329464, 0.00374101, 0.0037628, 0.00458255, 0.00458255
0.00775661, 0.00501836, 0.00816724, -0.0030196, -0.0122967, -0.0101525, -0.0151043, -0.010826, -0.00404463, 0.000604053, 0.00278097, 0.00326667, 0.00299071, 0.00247108, 0.00194758, 0.00162672, 0.00117177, 0.00113416, 0.00119368, 0.00133041, 0.001458, 0.001458
